,hospital_name,payer_name,plan_name,code_type,raw_code,description,setting,standard_charge_methodology,additional_payer_notes,standard_charge_gross,standard_charge_discounted_cash,standard_charge_negotiated_dollar,standard_charge_negotiated_percentage,standard_charge_min,standard_charge_max,Notes
545,NYU Langone,uhc,unitedhealthcareinde1157,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,984.04,,,,
546,NYU Langone,bcbs,bcbsoutofstatehmo(nosuitcaselogo)2069,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,471.0,,,,
547,NYU Langone,medicare,villagecare1679,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
548,NYU Langone,ghi,americanplanadministrators-c/oh.d.a1639,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,,,2341.08,,,,
549,NYU Langone,medicare,wtchealthprogram-hhc1487,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,1.0,,,,
550,NYU Langone,medicare,wtchealthprogram-stonybrook1486,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
551,NYU Langone,hip,emblemselectcaresilversg3861,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100 Percent of Medicaid APG.,5106.17,970.17,326.6,,,,
552,NYU Langone,hip,hipcomprehealth1270,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
553,NYU Langone,healthfirst,healthfirstcompletecare1920,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Fixed Rate.,,,10076.87,,,,
554,NYU Langone,bcbs,bcbsfederalprogram1182,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,1037.64,,,,
555,NYU Langone,hip,hipmedicaid-enhancedcare(cohort2hcp)3369,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,326.6,,,,
556,NYU Langone,somos,hipmcdenhanced-essential3(somos)3795,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,200% of Medicare OPPS.,5106.17,970.17,326.6,,,,
557,NYU Langone,bcbs,unicare1305,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,10076.87,,,,
558,NYU Langone,medicare,humanamedicareadvantage1680,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
559,NYU Langone,bcbs,bcbsindemnity1185,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,326.6,,,,
560,NYU Langone,hip,emblemhealthbridge3765,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,326.6,,,,
561,NYU Langone,aetna,aetnapos1009,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",32829.5,6237.61,,,,,
562,NYU Langone,ghi,ghicbp(hbonly)1332,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,,,1037.64,,,,
563,NYU Langone,hip,hiphmo(healthcarepartners)1363,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,,,1037.64,,,,
564,NYU Langone,medicare,humanamedicareadvantage1680,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
565,NYU Langone,metroplus,metroplusplatinumplusplanexchange1628,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,,,10076.87,,,,
566,NYU Langone,bcbs,empireoptum1684,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,,,,,
567,NYU Langone,medicare,vnsmedicareltcplus(hbonly)1386,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,,,,,
568,NYU Langone,magnacare,jointindustryboardofelectricalind2057,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",1464.39,278.23,1037.64,,,,
569,NYU Langone,hip,hiphealthplanofny1095,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,32829.5,6237.61,,,,,
570,NYU Langone,medicare,vnsmedicare/medicaidadvantage(hbonly)1387,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,10076.87,,,,
571,NYU Langone,medicare,veteranschoiceprogram-vacaa3662,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,2102.05,,,,
572,NYU Langone,bcbs,bcbsout/statehmo1208,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,13788.39,42.0,,,
573,NYU Langone,cigna,wellfleet-nyustudent3059,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,,,24149.58,,,,
574,NYU Langone,bcbs,bcbsout/statehmo1208,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,1037.64,,,,
575,NYU Langone,bcbs,horizonnjdirect1290,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,1037.64,,,,
576,NYU Langone,ghi,ghicbp(hbonly)1332,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,326.6,,,,
577,NYU Langone,bcbs,bcbsout/stateindemnity1209,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,326.6,,,,
578,NYU Langone,medicare,bcbsoutofstatemedicare(nosuitcaselogo)2070,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,6600.0,,,,
579,NYU Langone,healthfirst,healthfirst651083,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Fixed Rate.,1464.39,278.23,6600.0,,,,
580,NYU Langone,medicare,wtchealthprogram-mt.sinai1484,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,4705.0,,,,
581,NYU Langone,medicare,wtchealthprogram-northwell3022,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",32829.5,6237.61,2462.21,7.5,,,
582,NYU Langone,magnacare,employeessecurityfund2058,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",2182.13,414.6,4705.0,,,,
583,NYU Langone,aetna,christianbrothers1640,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,5106.17,970.17,4705.0,,,,
584,NYU Langone,uhc,umr1323,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",,,35410.93,,,,
585,NYU Langone,hip,hipvipmedicare(cohort2hcp)3370,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",2182.13,414.6,326.6,,,,
586,NYU Langone,somos,hipmcdenhanced-chp(somos) 3827,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,1037.64,,,,
587,NYU Langone,medicare,partnershealthplanmedicare3365,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
588,NYU Langone,hip,hipppo3865,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1037.64,,,,
589,NYU Langone,medicare,oxfordhealthplansmedicareadvantage1136,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,326.6,,,,
590,NYU Langone,centerlight,centerlightpace1790,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,102% of Medicare OPPS.,32829.5,6237.61,,,,,
591,NYU Langone,ghi,ghi-bmp1316,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,.,1464.39,278.23,1037.64,,,,
592,NYU Langone,healthfirst,healthfirstseniorhealthpartners1922,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,5106.17,970.17,326.6,,,,
593,NYU Langone,bcbs,bcbsnysempire1683,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,32829.5,6237.61,,,,,
594,NYU Langone,1199,local1199nyumemberchoice1000,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". MPL 1st 100% of Payment Rate 50% of all others, all add ons apply, and lesser of 100% of billed charges.",,,1037.64,,,,
595,NYU Langone,aetna,chesterfieldresourcesinc1641,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,2182.13,414.6,326.6,,,,
596,NYU Langone,metroplus,metroplusgoldcare23729,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,326.6,,,,
597,NYU Langone,bcbs,bcbsblueaccesseposmallgroup3716,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1040.48,,,,
598,NYU Langone,centerlight,centerlightpace1790,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,102% of Medicare OPPS.,2182.13,414.6,654.64,30.0,,,
599,NYU Langone,bcbs,bcbsoutofstateepo(suitcaselogo)2063,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,,,,,
600,NYU Langone,1199,local1199ppo1001,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,,,,,
601,NYU Langone,aetna,aetnaopenaccesselectchoice(epo)1415,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",32829.5,6237.61,,,,,
602,NYU Langone,healthfirst,healthfirstassuredcare1919,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
603,NYU Langone,medicare,beaconhealthexchangeplan(hbonly)1760,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,326.6,,,,
604,NYU Langone,ghi,ghiemblemhealthmedicarehmo1072,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,326.6,,,,
605,NYU Langone,medicare,villagecare1679,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
606,NYU Langone,centerlight,centerlightpacemedicarehmo1880,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,102% of Medicare OPPS.,,,10076.87,,,,
607,NYU Langone,hip,emblemselectcaregoldexchange3720,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,2182.13,414.6,4182.0,,,,
608,NYU Langone,medicare,unitedhealthcareinsaarp1152,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,31476.0,,,,
609,NYU Langone,medicare,bcbsoutofstatemedicare(suitcaselogo)2065,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
610,NYU Langone,hip,hipvipmedicareprime1099,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,5106.17,970.17,326.6,,,,
611,NYU Langone,hip,emblemselectcarebasicexchange1607,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,10076.87,,,,
612,NYU Langone,hip,emblemcmoessential43019,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
613,NYU Langone,metroplus,metroplusmcdmanagedcare1117,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100 Percent of Medicaid APG.,5106.17,970.17,326.6,,,,
614,NYU Langone,hip,emblemselectcare(healthcarepartners)3024,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,,,10076.87,,,,
615,NYU Langone,healthfirst,healthfirstgreenleafexchange1807,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,,,17412.69,73.0,,,
616,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo3723,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,24149.58,,,,
617,NYU Langone,hip,emblemcmoessential13016,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2182.13,414.6,2102.05,,,,
618,NYU Langone,bcbs,hoteltradescouncil1682,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,2102.05,,,,
619,NYU Langone,hip,emblemselectcaregoldsg3860,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,32829.5,6237.61,13788.39,42.0,,,
620,NYU Langone,somos,hipmcdenhanced-essential1&200-250(somos)3796,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,24149.58,,,,
621,NYU Langone,aetna,aetnappo1010,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,1037.64,,,,
622,NYU Langone,aetna,allied3025,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,1464.39,278.23,1037.64,,,,
623,NYU Langone,medicaid,partnershealthplanmltc3390,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,32829.5,6237.61,,,,,
624,NYU Langone,hip,hipmontefiore1214,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,,,31476.0,,,,
625,NYU Langone,medicare,bcbsmediblueselecthmo/extrahmo3730,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1037.64,,,,
626,NYU Langone,hip,emblemselectcaregoldexchange1611,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,1464.39,278.23,1037.64,,,,
627,NYU Langone,bcbs,hoteltradescouncil1682,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,5106.17,970.17,326.6,,,,
628,NYU Langone,hip,emblemhealthcarepartnersessential33014,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,,,10076.87,,,,
629,NYU Langone,medicare,vnsmedicare/medicaidadvantage(hbonly)1387,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
630,NYU Langone,somos,hipmcdenhanced-essential2(somos)3797,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,1464.39,278.23,1037.64,,,,
631,NYU Langone,hip,hipmontefiore1214,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,237 percent of Medicare RBRVS.,2182.13,414.6,326.6,,,,
632,NYU Langone,healthfirst,healthfirstseniorhealthpartners1922,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Paid at $165. Paid once per service date and lesser of 100% of billed charges.,5106.17,970.17,326.6,,,,
633,NYU Langone,hip,emblemselectcarebasicexchange1607,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,32829.5,6237.61,,,,,
634,NYU Langone,bcbs,bcbspos1188,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,,,7334.0,,,,
635,NYU Langone,metroplus,metroplusessentialplan22050,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,225 Percent of Medicaid APG.,1464.39,278.23,7334.0,,,,
636,NYU Langone,ghi,ghicbp(hbonly)1438,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,.,5106.17,970.17,5228.0,,,,
637,NYU Langone,ghi,ghi-bmp1316,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,,,40026.51,,,,
638,NYU Langone,medicare,partnershealthplanmedicare3365,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,326.6,,,,
639,NYU Langone,medicare,mynexusalt3805,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,.,5106.17,970.17,326.6,,,,
640,NYU Langone,medicare,partnershealthplanfida3389,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
641,NYU Langone,medicaid,vnsnychoiceselecthealth3023,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,225% of NYS APG. Lesser of 100% of billed charges applies.,,,1037.64,,,,
642,NYU Langone,bcbs,bcbsoutofstatehmo(suitcaselogo)2064,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,1464.39,278.23,1037.64,,,,
643,NYU Langone,bcbs,bluecrossblueshieldpriorityhmo3723,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% all add ons apply, and lesser of 100% of billed charges",5106.17,970.17,326.6,,,,
644,NYU Langone,hip,emblemselectcaresilversg3861,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100 Percent of Medicaid APG.,,,34416.84,,,,
645,NYU Langone,magnacare,independentcareplus1677,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/75/50% all add ons apply, and lesser of 100% of billed charges",,,1037.64,,,,
646,NYU Langone,bcbs,bcbsghicomposite1439,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
647,NYU Langone,healthfirst,healthfirst651083,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
648,NYU Langone,somos,bcbshealthplussomosessentialplan1&200-2503786,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
649,NYU Langone,bcbs,bcbshmo1184,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,326.6,,,,
650,NYU Langone,metroplus,metroplusessentialplan42052,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100 Percent of Medicaid APG.,32829.5,6237.61,,,,,
651,NYU Langone,hip,hipvipmedicare(heathcarepartners)1365,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
652,NYU Langone,medicare,vnsmedicareltcplus(hbonly)1386,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1037.64,,,,
653,NYU Langone,cigna,mvp-cignanetwork1331,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,". MPL 100/50/25% maxmium of 3 procedures. All add ons apply, and lesser of 100% of billed charges",2182.13,414.6,326.6,,,,
654,NYU Langone,cigna,cignapremierplus1048,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
655,NYU Langone,ghi,ghiemblemhealthmedicareppo1074,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
656,NYU Langone,medicare,wtc-fdny1489,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,326.6,,,,
657,NYU Langone,bcbs,empireoptum1684,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,326.6,,,,
658,NYU Langone,aetna,aetnaglobalnationaltransplant(hbonly)1437,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,". Primary procedure pays at 100%, secondary at 50%, all subsequent at 25%.  Lesser of applies when negotiated rates exceed charges less addons.",,,10076.87,,,,
659,NYU Langone,hip,hipvipmedicare(cohort2hcp)3370,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1037.64,,,,
660,NYU Langone,healthfirst,healthfirstincreasedbenefitsplan1916,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Fixed Rate.,32829.5,6237.61,,,,,
661,NYU Langone,medicare,bcbsoutofstatemedicare(nosuitcaselogo)2070,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,1464.39,278.23,1069.0,73.0,,,
662,NYU Langone,metroplus,metroplusessentialplan12049,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,225 Percent of Medicaid APG.,2182.13,414.6,2102.05,,,,
663,NYU Langone,fidelis,fidelisessentialplan22015,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,Not Payable. Covered services not payable under Medicaid Fee Schedules default to a payment of 87.5 percent of charges.,5106.17,970.17,2102.05,,,,
664,NYU Langone,healthplus,bcbspathwayxenhanced3360,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,24149.58,,,,
665,NYU Langone,medicare,uhcaarpmedicarecompleteessential2007,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,7334.0,,,,
666,NYU Langone,centerlight,centerlightselect1789,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,102% of Medicare OPPS.,1464.39,278.23,7334.0,,,,
667,NYU Langone,bcbs,bcbsoutofstateepo(nosuitcaselogo)2068,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,. All Add ons apply except drugs and lesser of 100% of billed charges.,2182.13,414.6,5228.0,,,,
668,NYU Langone,aetna,christianbrothers1640,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of applies when negotiated rates exceed charges less addons.,,,39345.48,,,,
669,NYU Langone,cigna,cignaopenaccess1413,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,,,1037.64,,,,
670,NYU Langone,hip,emblemprimesilver3314,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,"100 Percent of Medicaid APG. Not APG payable, or payable under another fee schedule like ASP/AWP pays at 30% of charges",1464.39,278.23,1037.64,,,,
671,NYU Langone,medicare,unitedhealthcarecommunitymedicare1370,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,2182.13,414.6,326.6,,,,
672,NYU Langone,medicare,elderplanfida3718,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,5106.17,970.17,326.6,,,,
673,NYU Langone,ghi,iuoelocal14-14b1637,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,.,,,10076.87,,,,
674,NYU Langone,hip,emblemselectcaregoldexchange3720,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,.,2182.13,414.6,326.6,,,,
675,NYU Langone,healthfirst,healthfirstgoldleafexchange1805,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,,,1037.64,,,,
676,NYU Langone,bcbs,bcbsout/statehmo1208,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. Lesser of 100% of billed charges applies.,2182.13,414.6,326.6,,,,
677,NYU Langone,metroplus,metroplussilverplusplanexchange1626,CPT,43239,EGD BIOPSY SINGLE/MULTIPLE,both,Case Rate,198 Percent of Medicare OPPS. Metroplus will reimburse unlisted codes and described codes with no Medicare rate at 50 percent of charges.,32829.5,6237.61,,,,,
678,NYU Langone,healthfirst,healthfirstbronzeleafexchange1806,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,225% of NYS APG. Paid once per service date and lesser of 100% of billed charges.,2182.13,414.6,326.6,,,,
679,NYU Langone,healthfirst,healthfirstassuredcare1919,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,Fixed Rate.,5106.17,970.17,326.6,,,,
680,NYU Langone,magnacare,jointindustryboardofelectricalind2057,CPT,99283,HC EMERGENCY DEPT VISIT LVL 3,both,Case Rate,. All diagnostic and evaluation services except MRI and CT Scans will be paid as add-ons. Lesser of 100% of billed charges applies.,32829.5,6237.61,,,,,
681,NYU Langone,hip,emblemprimegold3315,CPT,43239,HC UGI W BX. SGL/MULTIPLE,both,Case Rate,100% of Medicare OPPS.,,,10076.87,,,,
682,NYU Langone,medicare,partnershealthplanmedicare(hbonly)1686,CPT,99283,HC EMERG DEPT F/U VISIT LVL 3,both,Case Rate,100% of Medicare OPPS.,,,1037.64,,,,
